Genre,TrackCount,PrimaryFamily,SecondaryFamilies,PrimaryWeight,PrimaryConfidence,ReviewReasons,PriorityScore
progressive folk,57,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.6731
psychedelic soul,57,rnb_soul,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.6731
actors,106,,,,,no_family | no_related_styles | no_transition_styles,4.6676
drone,106,,,,,no_family | no_related_styles | no_transition_styles,4.6676
eletronic,106,,,,,no_family | no_related_styles | no_transition_styles,4.6676
female vocal,106,,,,,no_family | no_related_styles | no_transition_styles,4.6676
zhongguo feng,106,,,,,no_family | no_related_styles | no_transition_styles,4.6676
gufeng,105,,,,,no_family | no_related_styles | no_transition_styles,4.6582
modern,45,,,,,no_family | no_related_styles | no_transition_styles | broad_or_marketing_tag,4.6557
folk brasileiro,56,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.6531
norwegian singer-songwriter,56,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.6531
energetic,104,,,,,no_family | no_related_styles | no_transition_styles,4.6487
epic,103,,,,,no_family | no_related_styles | no_transition_styles,4.6392
honky-tonk,103,,,,,no_family | no_related_styles | no_transition_styles,4.6392
madchester,103,,,,,no_family | no_related_styles | no_transition_styles,4.6392
post-punk revival,114,rock,,0.45,fallback,low_primary_weight | low_confidence,4.6366
hungarian edm,55,electronic,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.6327
northern soul,55,rnb_soul,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.6327
eminem,102,,,,,no_family | no_related_styles | no_transition_styles,4.6295
romanian singer,102,,,,,no_family | no_related_styles | no_transition_styles,4.6295
colombia,101,,,,,no_family | no_related_styles | no_transition_styles,4.6198
dirty south,101,,,,,no_family | no_related_styles | no_transition_styles,4.6198
latin r & b,101,,,,,no_family | no_related_styles | no_transition_styles,4.6198
timba,101,,,,,no_family | no_related_styles | no_transition_styles,4.6198
trap dominicano,112,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,4.6194
bach double violin concerto,54,classical,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.612
german singer-songwriter,54,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.612
lithuanian edm,54,electronic,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.612
pop-punk,111,pop,rock,0.45,fallback,low_primary_weight | low_confidence,4.6107
8 mile,100,,,,,no_family | no_related_styles | no_transition_styles,4.6099
bongo piano,100,,,,,no_family | no_related_styles | no_transition_styles,4.6099
detroit hip-hop,100,,,,,no_family | no_related_styles | no_transition_styles,4.6099
kun,100,,,,,no_family | no_related_styles | no_transition_styles,4.6099
midwest hip-hop,100,,,,,no_family | no_related_styles | no_transition_styles,4.6099
v,100,,,,,no_family | no_related_styles | no_transition_styles,4.6099
funk viral,43,,,,,no_family | no_related_styles | no_transition_styles | broad_or_marketing_tag,4.6017
actor,99,,,,,no_family | no_related_styles | no_transition_styles,4.6
celtic,99,,,,,no_family | no_related_styles | no_transition_styles,4.6
symphonic prog,99,,,,,no_family | no_related_styles | no_transition_styles,4.6
west coast hip-hop,99,,,,,no_family | no_related_styles | no_transition_styles,4.6
christian r & b,53,gospel_spiritual,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.5908
death by suicide,98,,,,,no_family | no_related_styles | no_transition_styles,4.59
icelandic indie,98,,,,,no_family | no_related_styles | no_transition_styles,4.59
lithuanian indie,98,,,,,no_family | no_related_styles | no_transition_styles,4.59
oyun havasi,98,,,,,no_family | no_related_styles | no_transition_styles,4.59
television music,98,,,,,no_family | no_related_styles | no_transition_styles,4.59
austropop,108,pop,,0.45,fallback,low_primary_weight | low_confidence,4.5842
j-rap,108,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,4.5842
malaysian mandopop,108,pop,world_asian,0.45,fallback,low_primary_weight | low_confidence,4.5842
complete,97,,,,,no_family | no_related_styles | no_transition_styles,4.5798
sonata,97,,,,,no_family | no_related_styles | no_transition_styles,4.5798
talentkonkurranse,97,,,,,no_family | no_related_styles | no_transition_styles,4.5798
rapcore,107,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,4.5752
rock uruguayo,107,rock,,0.45,fallback,low_primary_weight | low_confidence,4.5752
argentine telepop,106,pop,,0.45,fallback,low_primary_weight | low_confidence,4.5661
kundiman,95,,,,,no_family | no_related_styles | no_transition_styles,4.5592
ratchet music,95,,,,,no_family | no_related_styles | no_transition_styles,4.5592
drift phonk,105,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,4.5569
colombian,94,,,,,no_family | no_related_styles | no_transition_styles,4.5488
schlagerparty,94,,,,,no_family | no_related_styles | no_transition_styles,4.5488
neo-synthpop,104,pop,,0.45,fallback,low_primary_weight | low_confidence,4.5477
melodic hardcore,51,metal,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.5474
memphis soul,51,rnb_soul,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.5474
spoken word,93,,,,,no_family | no_related_styles | no_transition_styles,4.5382
vocal,93,,,,,no_family | no_related_styles | no_transition_styles,4.5382
gruperas inmortales,50,regional_mexican,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.5251
indonesian folk,50,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.5251
deep pop edm,43,electronic,pop,0.45,fallback,low_primary_weight | low_confidence | broad_or_marketing_tag,4.5195
hong kong indie,91,,,,,no_family | no_related_styles | no_transition_styles,4.5167
n,91,,,,,no_family | no_related_styles | no_transition_styles,4.5167
conductor,90,,,,,no_family | no_related_styles | no_transition_styles,4.5058
noise,90,,,,,no_family | no_related_styles | no_transition_styles,4.5058
folklore argentino,49,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.5023
praise & worship,49,gospel_spiritual,middle_eastern,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.5023
atlantico,89,,,,,no_family | no_related_styles | no_transition_styles,4.4948
avant-garde,89,,,,,no_family | no_related_styles | no_transition_styles,4.4948
barranquilla,89,,,,,no_family | no_related_styles | no_transition_styles,4.4948
bay area,89,,,,,no_family | no_related_styles | no_transition_styles,4.4948
chapel,89,,,,,no_family | no_related_styles | no_transition_styles,4.4948
a cappella,88,,,,,no_family | no_related_styles | no_transition_styles,4.4836
bridge,88,,,,,no_family | no_related_styles | no_transition_styles,4.4836
christmas singles,88,,,,,no_family | no_related_styles | no_transition_styles,4.4836
german r & b,88,,,,,no_family | no_related_styles | no_transition_styles,4.4836
immortality,88,,,,,no_family | no_related_styles | no_transition_styles,4.4836
nwobhm,88,,,,,no_family | no_related_styles | no_transition_styles,4.4836
romantic,88,,,,,no_family | no_related_styles | no_transition_styles,4.4836
synthwave,88,,,,,no_family | no_related_styles | no_transition_styles,4.4836
twenty,88,,,,,no_family | no_related_styles | no_transition_styles,4.4836
country dawn,48,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.479
happy hardcore,48,metal,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.479
irish singer-songwriter,48,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.479
karadeniz folk,48,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.479
norwegian country,48,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.479
berlin,87,,,,,no_family | no_related_styles | no_transition_styles,4.4723
bulgarian,86,,,,,no_family | no_related_styles | no_transition_styles,4.4609
cousin in trinidad wont get the vaccine,86,,,,,no_family | no_related_styles | no_transition_styles,4.4609
jersey club,86,,,,,no_family | no_related_styles | no_transition_styles,4.4609
new rave,86,,,,,no_family | no_related_styles | no_transition_styles,4.4609
trip-hop,86,,,,,no_family | no_related_styles | no_transition_styles,4.4609
deep rai,25,middle_eastern,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles | broad_or_marketing_tag,4.4572
lithuanian alternative,38,,,,,no_family | no_related_styles | no_transition_styles | broad_or_marketing_tag,4.455
axe,85,,,,,no_family | no_related_styles | no_transition_styles,4.4493
barcadi,85,,,,,no_family | no_related_styles | no_transition_styles,4.4493
deconstructed club,85,,,,,no_family | no_related_styles | no_transition_styles,4.4493
norwegian indie,85,,,,,no_family | no_related_styles | no_transition_styles,4.4493
death by knife,84,,,,,no_family | no_related_styles | no_transition_styles,4.4377
melbourne bounce,84,,,,,no_family | no_related_styles | no_transition_styles,4.4377
theatre,84,,,,,no_family | no_related_styles | no_transition_styles,4.4377
j-idol,40,pop,,0.45,fallback,low_primary_weight | low_confidence | broad_or_marketing_tag,4.4352
djent,46,metal,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.4311
japanese soul,46,rnb_soul,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.4311
ukrainian indie,46,middle_eastern,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.4311
alt-pop,92,pop,world_asian,0.45,fallback,low_primary_weight | low_confidence,4.4291
latin american,83,,,,,no_family | no_related_styles | no_transition_styles,4.4258
nature,83,,,,,no_family | no_related_styles | no_transition_styles,4.4258
norsk,83,,,,,no_family | no_related_styles | no_transition_styles,4.4258
urbano mexicano,83,,,,,no_family | no_related_styles | no_transition_styles,4.4258
champeta,82,,,,,no_family | no_related_styles | no_transition_styles,4.4139
death by gun,82,,,,,no_family | no_related_styles | no_transition_styles,4.4139
favourite,82,,,,,no_family | no_related_styles | no_transition_styles,4.4139
japanese indie,82,,,,,no_family | no_related_styles | no_transition_styles,4.4139
video,82,,,,,no_family | no_related_styles | no_transition_styles,4.4139
5th gen k-pop,90,pop,world_asian,0.45,fallback,low_primary_weight | low_confidence,4.4078
icelandic folk,45,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.4063
alphaville,81,,,,,no_family | no_related_styles | no_transition_styles,4.4018
euro-dance,81,,,,,no_family | no_related_styles | no_transition_styles,4.4018
italo disco,81,,,,,no_family | no_related_styles | no_transition_styles,4.4018
pluggnb,81,,,,,no_family | no_related_styles | no_transition_styles,4.4018
modern bhajan,36,,,,,no_family | no_related_styles | no_transition_styles | broad_or_marketing_tag,4.391
anitta,80,,,,,no_family | no_related_styles | no_transition_styles,4.3895
escape room,80,,,,,no_family | no_related_styles | no_transition_styles,4.3895
greek,80,,,,,no_family | no_related_styles | no_transition_styles,4.3895
kleinkunst,80,,,,,no_family | no_related_styles | no_transition_styles,4.3895
jazz-funk,44,jazz_blues,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.381
belly dance,79,,,,,no_family | no_related_styles | no_transition_styles,4.3771
funkot,79,,,,,no_family | no_related_styles | no_transition_styles,4.3771
honky tonk,79,,,,,no_family | no_related_styles | no_transition_styles,4.3771
lagu timur,79,,,,,no_family | no_related_styles | no_transition_styles,4.3771
mass,79,,,,,no_family | no_related_styles | no_transition_styles,4.3771
non-music,79,,,,,no_family | no_related_styles | no_transition_styles,4.3771
future garage,87,bass_music,hip_hop,0.45,fallback,low_primary_weight | low_confidence,4.3751
pop worship,87,gospel_spiritual,pop,0.45,fallback,low_primary_weight | low_confidence,4.3751
cadbury sisters,78,,,,,no_family | no_related_styles | no_transition_styles,4.3645
contemporary r b,78,,,,,no_family | no_related_styles | no_transition_styles,4.3645
do not merge,78,,,,,no_family | no_related_styles | no_transition_styles,4.3645
eclectic,78,,,,,no_family | no_related_styles | no_transition_styles,4.3645
finnish indie,78,,,,,no_family | no_related_styles | no_transition_styles,4.3645
needs merging,78,,,,,no_family | no_related_styles | no_transition_styles,4.3645
sound ideas 6000 aviation 2,78,,,,,no_family | no_related_styles | no_transition_styles,4.3645
why has this not been merged yet,78,,,,,no_family | no_related_styles | no_transition_styles,4.3645
emo-pop,86,pop,rock,0.45,fallback,low_primary_weight | low_confidence,4.3639
texas country,43,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.3551
turkish folk,43,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.3551
rock viet,85,rock,,0.45,fallback,low_primary_weight | low_confidence,4.3526
ar-rahman,77,,,,,no_family | no_related_styles | no_transition_styles,4.3518
cham cham,77,,,,,no_family | no_related_styles | no_transition_styles,4.3518
clean up,77,,,,,no_family | no_related_styles | no_transition_styles,4.3518
composition,77,,,,,no_family | no_related_styles | no_transition_styles,4.3518
female vocalists,77,,,,,no_family | no_related_styles | no_transition_styles,4.3518
hi-nrg,77,,,,,no_family | no_related_styles | no_transition_styles,4.3518
huayno,77,,,,,no_family | no_related_styles | no_transition_styles,4.3518
lame,77,,,,,no_family | no_related_styles | no_transition_styles,4.3518
lil baby,77,,,,,no_family | no_related_styles | no_transition_styles,4.3518
sapes comme jamais,77,,,,,no_family | no_related_styles | no_transition_styles,4.3518
sheilat,77,,,,,no_family | no_related_styles | no_transition_styles,4.3518
sober,77,,,,,no_family | no_related_styles | no_transition_styles,4.3518
euro-pop,84,pop,,0.45,fallback,low_primary_weight | low_confidence,4.3412
british singer-songwriter,42,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.3287
canadian singer-songwriter,42,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.3287
latin folk,42,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.3287
proto doom,42,metal,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.3287
proto-doom,42,metal,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.3287
bootleg,75,,,,,no_family | no_related_styles | no_transition_styles,4.3259
lo-fi beats,75,,,,,no_family | no_related_styles | no_transition_styles,4.3259
poland,75,,,,,no_family | no_related_styles | no_transition_styles,4.3259
requiem,75,,,,,no_family | no_related_styles | no_transition_styles,4.3259
barbade,74,,,,,no_family | no_related_styles | no_transition_styles,4.3126
barbadian,74,,,,,no_family | no_related_styles | no_transition_styles,4.3126
barbadien,74,,,,,no_family | no_related_styles | no_transition_styles,4.3126
barbados,74,,,,,no_family | no_related_styles | no_transition_styles,4.3126
c'etait mieux avant,74,,,,,no_family | no_related_styles | no_transition_styles,4.3126
campirano,74,,,,,no_family | no_related_styles | no_transition_styles,4.3126
piano,74,,,,,no_family | no_related_styles | no_transition_styles,4.3126
rehab,74,,,,,no_family | no_related_styles | no_transition_styles,4.3126
rihanna,74,,,,,no_family | no_related_styles | no_transition_styles,4.3126
swedish,74,,,,,no_family | no_related_styles | no_transition_styles,4.3126
australian electropop,81,electronic,pop,0.45,fallback,low_primary_weight | low_confidence,4.3061
euro-rock,81,rock,,0.45,fallback,low_primary_weight | low_confidence,4.3061
rap canario,81,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,4.3061
rap sardegna,81,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,4.3061
orchestral soundtrack,41,classical,soundtrack_stage,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.3016
20th century,73,,,,,no_family | no_related_styles | no_transition_styles,4.2992
acoustic,73,,,,,no_family | no_related_styles | no_transition_styles,4.2992
gabber,73,,,,,no_family | no_related_styles | no_transition_styles,4.2992
political,73,,,,,no_family | no_related_styles | no_transition_styles,4.2992
writer,73,,,,,no_family | no_related_styles | no_transition_styles,4.2992
つんく♂フロテュース,73,,,,,no_family | no_related_styles | no_transition_styles,4.2992
k-rock,80,rock,,0.45,fallback,low_primary_weight | low_confidence,4.2941
ascanio in alba,72,,,,,no_family | no_related_styles | no_transition_styles,4.2856
bikutsi,72,,,,,no_family | no_related_styles | no_transition_styles,4.2856
chinese,72,,,,,no_family | no_related_styles | no_transition_styles,4.2856
complete mozart edition,72,,,,,no_family | no_related_styles | no_transition_styles,4.2856
dj,72,,,,,no_family | no_related_styles | no_transition_styles,4.2856
film,72,,,,,no_family | no_related_styles | no_transition_styles,4.2856
gould,72,,,,,no_family | no_related_styles | no_transition_styles,4.2856
jamaican,72,,,,,no_family | no_related_styles | no_transition_styles,4.2856
karl ristenpart,72,,,,,no_family | no_related_styles | no_transition_styles,4.2856
late symphonies,72,,,,,no_family | no_related_styles | no_transition_styles,4.2856
melancholic,72,,,,,no_family | no_related_styles | no_transition_styles,4.2856
not acoustic,72,,,,,no_family | no_related_styles | no_transition_styles,4.2856
not aggressive,72,,,,,no_family | no_related_styles | no_transition_styles,4.2856
not sad,72,,,,,no_family | no_related_styles | no_transition_styles,4.2856
rothenberger,72,,,,,no_family | no_related_styles | no_transition_styles,4.2856
series-mozart-complete works-philips,72,,,,,no_family | no_related_styles | no_transition_styles,4.2856
volume 15,72,,,,,no_family | no_related_styles | no_transition_styles,4.2856
jazz funk,40,jazz_blues,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.2739
neo-singer-songwriter,40,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.2739
aussietronica,71,,,,,no_family | no_related_styles | no_transition_styles,4.2719
doujin,71,,,,,no_family | no_related_styles | no_transition_styles,4.2719
eurovision,71,,,,,no_family | no_related_styles | no_transition_styles,4.2719
hollands,71,,,,,no_family | no_related_styles | no_transition_styles,4.2719
nederlandse hardstyle,71,,,,,no_family | no_related_styles | no_transition_styles,4.2719
new zealand,71,,,,,no_family | no_related_styles | no_transition_styles,4.2719
oxford,71,,,,,no_family | no_related_styles | no_transition_styles,4.2719
plena uruguaya,71,,,,,no_family | no_related_styles | no_transition_styles,4.2719
plugg,71,,,,,no_family | no_related_styles | no_transition_styles,4.2719
polka,71,,,,,no_family | no_related_styles | no_transition_styles,4.2719
post-industrial,71,,,,,no_family | no_related_styles | no_transition_styles,4.2719
r & b italiano,71,,,,,no_family | no_related_styles | no_transition_styles,4.2719
emo-trap,78,hip_hop,rock,0.45,fallback,low_primary_weight | low_confidence,4.2697
nu emo,78,rock,,0.45,fallback,low_primary_weight | low_confidence,4.2697
pop r & b,78,pop,,0.45,fallback,low_primary_weight | low_confidence,4.2697
rock opera,78,classical,rock,0.45,fallback,low_primary_weight | low_confidence,4.2697
cantata,70,,,,,no_family | no_related_styles | no_transition_styles,4.2579
fictional,70,,,,,no_family | no_related_styles | no_transition_styles,4.2579
j-division,70,,,,,no_family | no_related_styles | no_transition_styles,4.2579
screamo,70,,,,,no_family | no_related_styles | no_transition_styles,4.2579
yolandita monge,70,,,,,no_family | no_related_styles | no_transition_styles,4.2579
pop rap brasileiro,77,hip_hop,pop,0.45,fallback,low_primary_weight | low_confidence,4.2572
latin folklore,39,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.2455
alliteration,69,,,,,no_family | no_related_styles | no_transition_styles,4.2437
arranger,69,,,,,no_family | no_related_styles | no_transition_styles,4.2437
australien,69,,,,,no_family | no_related_styles | no_transition_styles,4.2437
bebop,69,,,,,no_family | no_related_styles | no_transition_styles,4.2437
bubblegum bass,69,,,,,no_family | no_related_styles | no_transition_styles,4.2437
funktronica,69,,,,,no_family | no_related_styles | no_transition_styles,4.2437
hardstyle,69,,,,,no_family | no_related_styles | no_transition_styles,4.2437
horror,69,,,,,no_family | no_related_styles | no_transition_styles,4.2437
mundart,69,,,,,no_family | no_related_styles | no_transition_styles,4.2437
roxette,69,,,,,no_family | no_related_styles | no_transition_styles,4.2437
the greatest,69,,,,,no_family | no_related_styles | no_transition_styles,4.2437
jazz-rock,75,jazz_blues,rock,0.45,fallback,low_primary_weight | low_confidence,4.2318
dylan bootleg series,68,,,,,no_family | no_related_styles | no_transition_styles,4.2294
greenwich village scene,68,,,,,no_family | no_related_styles | no_transition_styles,4.2294
lagu jawa,68,,,,,no_family | no_related_styles | no_transition_styles,4.2294
lolicore,68,,,,,no_family | no_related_styles | no_transition_styles,4.2294
new grave,68,,,,,no_family | no_related_styles | no_transition_styles,4.2294
nude,68,,,,,no_family | no_related_styles | no_transition_styles,4.2294
pc music,68,,,,,no_family | no_related_styles | no_transition_styles,4.2294
pledging my time,68,,,,,no_family | no_related_styles | no_transition_styles,4.2294
rare,68,,,,,no_family | no_related_styles | no_transition_styles,4.2294
sacred cows,68,,,,,no_family | no_related_styles | no_transition_styles,4.2294
siple twist of fate,68,,,,,no_family | no_related_styles | no_transition_styles,4.2294
teater konsert,68,,,,,no_family | no_related_styles | no_transition_styles,4.2294
classic texas country,21,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles | broad_or_marketing_tag,4.2286
baltic post-punk,74,rock,,0.45,fallback,low_primary_weight | low_confidence,4.2189
hip hop quebecois,74,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,4.2189
q-pop,74,pop,,0.45,fallback,low_primary_weight | low_confidence,4.2189
forro de favela,38,brazilian,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.2163
best,67,,,,,no_family | no_related_styles | no_transition_styles,4.2148
birmingham,67,,,,,no_family | no_related_styles | no_transition_styles,4.2148
dancefloor dnb,67,,,,,no_family | no_related_styles | no_transition_styles,4.2148
dutch indie,67,,,,,no_family | no_related_styles | no_transition_styles,4.2148
hyphy,67,,,,,no_family | no_related_styles | no_transition_styles,4.2148
mexican indie,67,,,,,no_family | no_related_styles | no_transition_styles,4.2148
mexico,67,,,,,no_family | no_related_styles | no_transition_styles,4.2148
rhythmic,67,,,,,no_family | no_related_styles | no_transition_styles,4.2148
rap siciliano,73,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,4.2058
trap colombiano,73,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,4.2058
hello project,66,,,,,no_family | no_related_styles | no_transition_styles,4.2
irish,66,,,,,no_family | no_related_styles | no_transition_styles,4.2
latin indie,66,,,,,no_family | no_related_styles | no_transition_styles,4.2
organist,66,,,,,no_family | no_related_styles | no_transition_styles,4.2
tryt,66,,,,,no_family | no_related_styles | no_transition_styles,4.2
trap queen,72,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,4.1925
latin dance,65,,,,,no_family | no_related_styles | no_transition_styles,4.185
texas,65,,,,,no_family | no_related_styles | no_transition_styles,4.185
dance-punk,71,rock,,0.45,fallback,low_primary_weight | low_confidence,4.179
afrikaans,64,,,,,no_family | no_related_styles | no_transition_styles,4.1697
australie,64,,,,,no_family | no_related_styles | no_transition_styles,4.1697
batak,64,,,,,no_family | no_related_styles | no_transition_styles,4.1697
darkwave,64,,,,,no_family | no_related_styles | no_transition_styles,4.1697
edit,64,,,,,no_family | no_related_styles | no_transition_styles,4.1697
funk de bh,64,,,,,no_family | no_related_styles | no_transition_styles,4.1697
girlpower,64,,,,,no_family | no_related_styles | no_transition_styles,4.1697
on writing,64,,,,,no_family | no_related_styles | no_transition_styles,4.1697
tekk,64,,,,,no_family | no_related_styles | no_transition_styles,4.1697
uk contemporary r & b,64,,,,,no_family | no_related_styles | no_transition_styles,4.1697
reggae uruguayo,70,caribbean,,0.45,fallback,low_primary_weight | low_confidence,4.1653
french electro,36,electronic,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.1557
progressive electronic,36,electronic,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.1557
britney spears,63,,,,,no_family | no_related_styles | no_transition_styles,4.1542
edge of glory,63,,,,,no_family | no_related_styles | no_transition_styles,4.1542
gata rahe mera dil,63,,,,,no_family | no_related_styles | no_transition_styles,4.1542
neue deutsche welle,63,,,,,no_family | no_related_styles | no_transition_styles,4.1542
saxx dreams,63,,,,,no_family | no_related_styles | no_transition_styles,4.1542
scandinavian r & b,63,,,,,no_family | no_related_styles | no_transition_styles,4.1542
the fame,63,,,,,no_family | no_related_styles | no_transition_styles,4.1542
vocaloid,63,,,,,no_family | no_related_styles | no_transition_styles,4.1542
melodipop,69,pop,,0.45,fallback,low_primary_weight | low_confidence,4.1515
bubblegum dance,62,,,,,no_family | no_related_styles | no_transition_styles,4.1385
dansband,62,,,,,no_family | no_related_styles | no_transition_styles,4.1385
nashville sound,62,,,,,no_family | no_related_styles | no_transition_styles,4.1385
punta,62,,,,,no_family | no_related_styles | no_transition_styles,4.1385
britrock,68,rock,,0.45,fallback,low_primary_weight | low_confidence,4.1374
musica tropical,68,latin_tropical,,0.45,fallback,low_primary_weight | low_confidence,4.1374
ambient folk,35,country_folk,electronic,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.1242
norteno sax,35,regional_mexican,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.1242
emo rap italiano,67,hip_hop,rock,0.45,fallback,low_primary_weight | low_confidence,4.1231
rock-and-roll,67,rock,,0.45,fallback,low_primary_weight | low_confidence,4.1231
big beat,61,,,,,no_family | no_related_styles | no_transition_styles,4.1225
chill,61,,,,,no_family | no_related_styles | no_transition_styles,4.1225
girl crush,61,,,,,no_family | no_related_styles | no_transition_styles,4.1225
hello project groups,61,,,,,no_family | no_related_styles | no_transition_styles,4.1225
hello project kids,61,,,,,no_family | no_related_styles | no_transition_styles,4.1225
nigo,61,,,,,no_family | no_related_styles | no_transition_styles,4.1225
r & b brasileiro,61,,,,,no_family | no_related_styles | no_transition_styles,4.1225
gym phonk,66,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,4.1087
rap boricua,66,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,4.1087
cubaton,60,,,,,no_family | no_related_styles | no_transition_styles,4.1063
fado,60,,,,,no_family | no_related_styles | no_transition_styles,4.1063
indie dance,60,,,,,no_family | no_related_styles | no_transition_styles,4.1063
j-acoustic,60,,,,,no_family | no_related_styles | no_transition_styles,4.1063
old school thrash,60,,,,,no_family | no_related_styles | no_transition_styles,4.1063
rumba,60,,,,,no_family | no_related_styles | no_transition_styles,4.1063
shocking,60,,,,,no_family | no_related_styles | no_transition_styles,4.1063
chamber folk,34,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.0918
british-american,59,,,,,no_family | no_related_styles | no_transition_styles,4.0897
caesar,59,,,,,no_family | no_related_styles | no_transition_styles,4.0897
dance music,59,,,,,no_family | no_related_styles | no_transition_styles,4.0897
daniel,59,,,,,no_family | no_related_styles | no_transition_styles,4.0897
death by diabetes,59,,,,,no_family | no_related_styles | no_transition_styles,4.0897
fleetwood mac,59,,,,,no_family | no_related_styles | no_transition_styles,4.0897
liquid funk,59,,,,,no_family | no_related_styles | no_transition_styles,4.0897
party,59,,,,,no_family | no_related_styles | no_transition_styles,4.0897
puerto rico,59,,,,,no_family | no_related_styles | no_transition_styles,4.0897
toronto,59,,,,,no_family | no_related_styles | no_transition_styles,4.0897
warp,59,,,,,no_family | no_related_styles | no_transition_styles,4.0897
swedish synthpop,64,pop,,0.45,fallback,low_primary_weight | low_confidence,4.0791
belgian indie,58,,,,,no_family | no_related_styles | no_transition_styles,4.073
indie quebecois,58,,,,,no_family | no_related_styles | no_transition_styles,4.073
new york,58,,,,,no_family | no_related_styles | no_transition_styles,4.073
death doom,33,metal,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.0584
swedish country,33,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.0584
uk americana,33,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.0584
absolute,57,,,,,no_family | no_related_styles | no_transition_styles,4.0559
deathcore,57,,,,,no_family | no_related_styles | no_transition_styles,4.0559
doo-wop,57,,,,,no_family | no_related_styles | no_transition_styles,4.0559
doujin circle,57,,,,,no_family | no_related_styles | no_transition_styles,4.0559
deep purple family,27,,,,,no_family | no_related_styles | no_transition_styles | broad_or_marketing_tag,4.052
bubblegum,56,,,,,no_family | no_related_styles | no_transition_styles,4.0385
rap criolo,61,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,4.0329
estonian electronic,32,electronic,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.0241
