Genres,GenreCount,TrackCount
"2000s, 2008 universal fire victim, 8 mile, 90s, american, boom bap, comedy rap, conscious hip hop, detroit, detroit hip hop, detroit hip-hop, eminem, english, gangsta rap, hardcore hip hop, hip hop, hip-hop, hiphop, horrorcore, kun, midwest hip hop, midwest hip-hop, pop and chart, pop rap, rap, rap god, rapper, relic inn, trap, turkish, us, v",1,53
"modern rock, pop, rock",1,53
australian hip hop,1,53
rkt,1,53
house,1,53
stutter house,1,53
"polish pop, talent show",1,53
"t-pop, thai hip hop",1,53
"french hip hop, old school rap francais, rap conscient",1,53
"dutch hip hop, dutch pop",1,53
"hip hop tuga, rap criolo",1,53
afro house,1,53
thai hip hop,1,53
a | n,2,53
"edm, progressive house, electronica",1,53
"corrido, corridos tumbados, corridos belicos, sierreno, musica mexicana, banda, sad sierreno, electro corridos",1,53
"flamenco urbano, urbano espanol",1,52
emo rap,1,52
cumbia chilena,1,52
"greek drill, greek hip hop",1,52
"norwegian pop, russelater",1,52
"house, tech house",1,52
"english, experimental hip hop, hip hop, pop rap, rap, relic inn, southern hip hop, trap, travis scott",1,51
"1 16 217528 150 13231 25894 39556 62358 75112 86121 96491 108473 122788 134485 144086 155376 166189 186497 197822, 101 moments in music, 2001 space odyssey, 2014, 2017, 21 throwback jams, 5099265803, 50cents, 80 s fresh new, [various artists], a crooner collection, absolute reggae, absolute voices, acoustic best, adam beyer, africa middle east, alirio diaz, alternative pop ballad club dance electro france chanson german trance hip-hop rnb rock music soul vocal house, ambient, andrade, andre powels, andrew york, apparently people are unable to comprehend what various artists is, armin van buuren, artist, backstreet boys, bareto, basque, beethoven, berlin school, bflaminio, billboard 1 hits, binaural beats, bioshock soundtrack, birthday, bluegrass, blues, blues rock, boot land, bravo hits, bravo hits 82, breakout artists, bring up on-par with the other spas and put this in brackets, calypso, candombe, casanovas, cdnnnow128, cdx, celtic celebration, celtic spirit vol 7, chicago, chillout, choral, christmas, classic, classical, classique, classwar karaoke, club, cobles, compilatie, compilation, country, country rock, dedicated to you vol 1, desperado, devotional, devotional buddhist chants, dfree843, die drei, do not using this for artist credits, don t rate the va artist, don t tag the va artist (yes i am aware of this irony), don t use this for artist credits you are to lazy to look-up | 734011.jpg, i give up on the immature people in the tags here., ibiza, indie, infantil, instrumental, japan, jazz, john coltrane, josquin, jucanto, jungle, kinderchore, kinderliedjes kapiteinwinokio humo, kindly fix, kindly fixme, klaus baumgart, kpop, la grande sophie, label as artist, latin, leaving on a jet plan, legion of von, likedis auto, lil eazy-e, liturgic, live, liz, liz andrade, local music of iran, loosers that downvote fixmetags are ..., los 24 grandes exitos de la zarzuela, lounge, marilyn manson, mary j blige, mashup, meditation, mega, megafixme, mess, mess mess, mess mess mess, messy tags, meta artist, metal, michael jackson, mimicking birds, miroque, mohsen namjoo, montuno, more 70, musica, musical, my sharona, m‌ess, ncs, nederlands, new age, new generations, new generations philip glass, new wave, niroshima, nitzer ebb, no matter how long you keep voting down the fixme tag i will fight you. this should be fixed, no this is still a mess, nox, number 1, old skool of rock disc 1, oldest artist #1, oldest artist rowid, opera, orthodox, ost, papeete, pavarotti, piosenka poetycka muzyka autorska, please consider not using this for artist credits, please fix, please rename to [various artists], pop, pop-rock, popular, practically all these tags are fail, progressive trance, psychobilly, psytrance, punk, punk rock, put in brackets, pzzqxnzt6snn ekrngheoblbupu-, r&b, ragga, rap, razieq, reggae, release, rename into [various artists], rhythm del mundo, rock, rock and roll, rockabilly, ronak bhatt, s.a. souvenirs, shankar jaikishan, shine 4, shwetabh sucks, ska, soft rock, sonic seducer cold hands vi, soul cargo, special purpose, special purpose artist, sprechgesang, still a mess, stop using this for artist credits period!, stop using this for artist credits you are to lazy to look-up | 734500 | cover | make, dont rate the va artist, dont rate the va artist ffs what, dont tag or rate the various artist, dont tag the va artist, dont tag the va artist wtf, dont use this for artist credits you are to lazy to look-up | make, dresch, driven by 80s anthems, drum bass, educacion, elc chritmas, electro, electronic, es lebe der punk, espanol, eurodance, every-time you and others downvote. it registers in your tags. then i remove my vote. presto! youre the only one keeping it here!, experience the classics, experimental, f to the i to the x to the m to the e, faaaaaail, fail tags, failtags, fix, fix me, fix mess, fix tags, fix your tags, fixme, fix‌me, fjord, folk, folklore, foreign language, frederic chopin, full of fail tags, fusion, futebol, fuzzy artist, glass, gospel religious, goth, grase, greatest ever! punk & new wave: the definitive collection, groom to the gallows, gerard palaprat, has german audiobooks, healing sixes, hemi-sync, hillbilly, hip hop, hollywood hits, hot hits, http musicbrainz org release-group b2aa521d-001b-34ad-a5e9-ca310e55b254 html, http: | make, stop using this for artist credits you are to lazy to look-up | make. ffs!, stop using this for artist credits you are to lazy to look-up | make. srsly, sunshine, tag spam, tagmess, tags, tagsmess, tango, tejano, the welcome committee, to the guy that keeps downvoting *every* tag on the va artist, trance, trikitixa, tunguska chillout grooves, ultimate love songs greatest love of all disc 1, ultimatecore, unknown, ussr ministry of culture chamber choir, va-we were first-180 hits in their original versions (2014), various, various artist | not *every* artist, various artists, venezolana, vera kaa, visions, volkstumliche musik, we ll never stop living this way a ghostly primer, why are you downvoting the mess tag? it is a mess!, why are you voting down tags that explain stuff, wireharp, world, you *should* fix your tags, you do realise that every time you downvote a fixme-tag below 0 i unvote it and that tag now permanently stays in the expanded list?, z103 5 street mix 2k7, zero t 51, zweiohr, ƒk₷m€, мелодии рождества, fixme, 嫌われ松子の歌たち | www.musik-sammler.de",11,51
"latin, reggaeton, latin urban, trap latino, reggaeton, urbano latino",1,51
viral pop,1,51
australian pop,1,51
turkce drill,1,51
"latin pop, modern salsa, salsa, tropical",1,51
"734011.jpg, bravo hits 82, devotional buddhist chants, dont tag the va artist wtf, fail tags, mess mess, fix tags, why are you downvoting the mess tag? it is a mess!, stop using this for artist credits you are to lazy to look-up | 734500 | cover | make, [various artists], f to the i to the x to the m to the e, do not using this for artist credits, you do realise that every time you downvote a fixme-tag below 0 i unvote it and that tag now permanently stays in the expanded list?, kindly fix, kindly fixme, please rename to [various artists], dont tag or rate the various artist, ncs, 21 throwback jams, acoustic best, legion of von, my sharona, cdx, 5099265803, experience the classics, absolute voices, ƒk₷m€, fixme, oldest artist rowid, fix‌me, bring up on-par with the other spas and put this in brackets, i give up on the immature people in the tags here., please consider not using this for artist credits, m‌ess, number 1, driven by 80s anthems, to the guy that keeps downvoting *every* tag on the va artist, every-time you and others downvote. it registers in your tags. then i remove my vote. presto! youre the only one keeping it here!, put in brackets, hollywood hits, new generations, new generations philip glass, compilatie, celtic celebration, leaving on a jet plan, bflaminio, ronak bhatt, special purpose, dfree843, cdnnnow128, tag spam, va-we were first-180 hits in their original versions (2014), boot land, s.a. souvenirs | make, dont rate the va artist, dont tag the va artist, messy tags, tagmess, various artist | make, groom to the gallows, megafixme, loosers that downvote fixmetags are ..., stop using this for artist credits period!, don t use this for artist credits you are to lazy to look-up | make. ffs!, apparently people are unable to comprehend what various artists is, pavarotti, desperado, grase, 101 moments in music, greatest ever! punk & new wave: the definitive collection, los 24 grandes exitos de la zarzuela, volkstumliche musik, papeete, 2014, fix, zweiohr, likedis auto, ultimatecore, a crooner collection, lil eazy-e, http: | make. srsly, practically all these tags are fail, faaaaaail, failtags, rename into [various artists], no matter how long you keep voting down the fixme tag i will fight you. this should be fixed, please fix, fix mess, tagsmess, don t tag the va artist (yes i am aware of this irony), don t rate the va artist, dont use this for artist credits you are to lazy to look-up | not *every* artist, shine 4, has german audiobooks, 2001 space odyssey, oldest artist #1, casanovas, 2017, мелодии рождества, no this is still a mess, mess mess mess, why are you voting down tags that explain stuff, you *should* fix your tags, still a mess, stop using this for artist credits you are to lazy to look-up | rock, trance, electronic, classical, pop, special purpose artist, jungle, fixme, instrumental, chillout, ambient, rap, jazz, folk, punk, metal, meta artist, blues, punk rock, ska, pop-rock, experimental, new wave, electro, hip hop, bluegrass, reggae, rockabilly, country, world, tango, goth, opera, fusion, indie, kpop, compilation, new age, eurodance, psytrance, lounge, blues rock, country rock, classic, fix me, christmas, folklore, soft rock, rock and roll, progressive trance, popular, latin, musical, psychobilly, live, drum bass, club, chicago, choral, meditation, japan, ost, basque, espanol, mashup, candombe, beethoven, michael jackson, trikitixa, ultimate love songs greatest love of all disc 1, orthodox, nederlands, calypso, ragga, alternative pop ballad club dance electro france chanson german trance hip-hop rnb rock music soul vocal house, unknown, full of fail tags, nox, wireharp, bareto, sprechgesang, mohsen namjoo, frederic chopin, klaus baumgart, mess, ibiza, musica, various artists, healing sixes, la grande sophie, berlin school, 嫌われ松子の歌たち, z103 5 street mix 2k7, john coltrane, binaural beats, hemi-sync, artist, venezolana, niroshima, nitzer ebb, bioshock soundtrack, shankar jaikishan, visions, gerard palaprat, local music of iran, mary j blige, bravo hits, fix your tags, infantil, razieq, rhythm del mundo, http musicbrainz org release-group b2aa521d-001b-34ad-a5e9-ca310e55b254 html, dresch, africa middle east, montuno, more 70, backstreet boys, classique, 80 s fresh new, ussr ministry of culture chamber choir, classwar karaoke, josquin, elc chritmas, futebol, gospel religious, various, armin van buuren, tags, kinderliedjes kapiteinwinokio humo, absolute reggae, hot hits, celtic spirit vol 7, soul cargo, the welcome committee, es lebe der punk, mimicking birds, liturgic, miroque, tejano, devotional, alirio diaz, jucanto, educacion, liz, liz andrade, andrade, old skool of rock disc 1, vera kaa, sunshine, release, 1 16 217528 150 13231 25894 39556 62358 75112 86121 96491 108473 122788 134485 144086 155376 166189 186497 197822, marilyn manson, cobles, kinderchore, die drei, sonic seducer cold hands vi, andre powels, zero t 51, hillbilly, tunguska chillout grooves, birthday, label as artist, foreign language, andrew york, fjord, we ll never stop living this way a ghostly primer, fuzzy artist, shwetabh sucks, glass, dedicated to you vol 1, mega, piosenka poetycka muzyka autorska, adam beyer, billboard 1 hits, r&b, pzzqxnzt6snn ekrngheoblbupu-, dont rate the va artist ffs what, 50cents, breakout artists, stop using this for artist credits you are to lazy to look-up | www.musik-sammler.de",11,51
chinese viral pop,1,51
"panamanian pop, reggaeton, urbano latino",1,51
"2010s, 2020s, ambient house, art pop, avant-garde pop, bubblegum bass, bubblegum pop, dance-pop, deconstructed club, electro, electroclash, electronic, electropop, europop, experimental hip hop, experimental pop, glitch, hyperpop, pc music, pop, pop punk, pop rock, synth-pop, synthpop, trance, uk | trance, electronic, synthpop, pop, electro, uk, synth-pop, electropop, glitch, dance-pop, experimental pop, pop rock, pop punk, europop, ambient house, electroclash, experimental hip hop, 2010s, bubblegum pop, bubblegum bass, pc music, deconstructed club, avant-garde pop, hyperpop, 2020s, hyperpop, art pop",2,51
"colombian pop, vallenato, vallenato moderno",1,51
"israeli hip hop, israeli pop",1,51
"norwegian indie, norwegian pop",1,51
"classic pakistani pop, filmi, modern bollywood, sufi",1,51
"nz reggae, reggae",1,51
"reggaeton, colombian pop, pop urbano",1,51
guitar,1,51
rap uruguayo,1,50
"banda, corrido, corridos belicos, corridos tumbados, dembow belico, electro corridos, musica mexicana, regional mexicano, sad sierreno, sierreno",1,50
"pop, r&b, rap",1,50
turkish trap pop,1,50
"german hip hop, german r&b",1,50
"anime, anime rock, j-pop",1,50
"trap boricua, trap latino, urbano latino",1,50
"belgian hip hop, french hip hop",1,50
"pop, r&b en espanol",1,50
"finnish dance pop, finnish pop, iskelma",1,50
"moroccan pop, rif",1,50
"punjabi pop, punjabi hip hop, bhangra, desi hip hop, desi",1,50
"trap latino, reggaeton, urbano latino, trap",1,50
"corridos tumbados, corrido, corridos belicos, sad sierreno, sierreno, musica mexicana, banda",1,50
"cumbia, mambo",1,50
"rap ivoire, coupe decale, asakaa, french rap",1,50
"2020s, english, funk, new wave, nuno, pop, rock, soft rock, soul, synth-pop",1,49
"permanent wave, pop",1,49
"r&b en espanol, spanish hip hop, trap latino, urbano espanol, urbano latino",1,49
"dutch edm, edm, pop, pop dance, progressive house",1,49
cumbia 420,1,49
"hip hop, philly rap, pop rap, rap, southern hip hop, trap",1,49
"russian gangster rap, russian hip hop",1,49
"finnish hip hop, suomirap",1,49
childrens music,1,49
"banda, corrido, grupera, norteno",1,49
"classic swedish pop, gothenburg indie, swedish indie rock, swedish pop",1,49
khaliji,1,49
"classic iskelma, finnish pop, iskelma, suomi rock",1,49
"afrobeats, afropop, azontobeats, nigerian pop",1,49
romanian rap,1,49
"punjabi hip hop, punjabi pop, desi, bhangra, desi hip hop",1,49
"cumbia, cuarteto, rkt, turreo",1,49
"hard techno, techno, tekno, acid techno, hardcore techno",1,49
"acid techno, electronic, hard techno, techno, tekno",1,49
"2010s, dance-pop, ed sheeran does not make sillyname tracks ಠ ಠ, folk, folk pop, gradually watermelon, guitarist, music for soccer moms, persian pop, pop, pop rap, pop soul, rapper, singer, singer-songwriter, singer | songwriter, soft pop, uk",2,48
"brostep, edm, pop, progressive electro house",1,48
"alt rock, alternative metal, alternative rock, american, americain, art rock, electronic rock, electropop, hip hop, industrial rock, metal, new metal, nu metal, nu-metal, pop rock, rap metal, rap rock, rapcore, rock, rock and indie, roxette, the greatest, united states, usa",1,48
"alternative rock, australia, chill, cover, dance music, dream pop, favourite, indie, indie rock, indietronica, neo-psychedelia, neo-psychedelic, psicodelic rock, psychedelic, psychedelic pop, psychedelic rock, psychedellic rock, remix, space rock, synth-pop, synthpop",1,48
"pop, scandipop, swedish electropop, swedish pop",1,48
"epadunk, norwegian hip hop, norwegian pop, russelater",1,48
"bulgarian pop, bulgarian trap, chalga",1,48
"belarusian hip hop, russian hip hop",1,48
italian adult pop,1,48
"v-pop, vietnamese hip hop, vietnam indie",1,48
"italian trap, trap",1,48
"latin house, afro house, techengue",1,48
lounge,1,48
"cumbia, cumbia sonidera",1,48
"kizomba, kuduro, zouk",1,48
"cumbia, ska",1,48
"latin trap, reggaeton",1,47
"00s, 10s, 80s, 90s, alternative, alternative rock, american, crossover, dvd, funk, funk metal, funk rock, funk rock tributo, hard rock, heavy metal, indie rock, live, metal, pop and chart, pop rock, psychedelic rock, punk rock, rap, rap rock, rock, usa",1,47
