Genre,TrackCount,Reason
sung poetry,6,no_family_rule
symbolist,6,no_family_rule
synthesizer,6,no_family_rule
tantrumjas,6,no_family_rule
thailand,6,no_family_rule
tilson,6,no_family_rule
troll,6,no_family_rule
undertale,6,no_family_rule
vegas indie,6,no_family_rule
viet remix,6,no_family_rule
vietnamese,6,no_family_rule
virtual youtuber,6,no_family_rule
von weber,6,no_family_rule
washington indie,6,no_family_rule
worldwide,6,no_family_rule
x factor,6,no_family_rule
ابو اصيل,6,no_family_rule
ابو بكر سالم,6,no_family_rule
ابو بكر سالم بلفقيه,6,no_family_rule
اغاني يمنية,6,no_family_rule
محضاريات,6,no_family_rule
3a46633b-26ed-4418-a029-ab77de3ccfae,5,no_family_rule
60th anniversary,5,no_family_rule
abdu kiar,5,no_family_rule
ace of base,5,no_family_rule
addis ababa,5,no_family_rule
african traditions,5,no_family_rule
al-qaysar,5,no_family_rule
amharic music,5,no_family_rule
anarchiste,5,no_family_rule
andrews sisters,5,no_family_rule
anthony newman,5,no_family_rule
anxious,5,no_family_rule
ara music,5,no_family_rule
armenian,5,no_family_rule
athens,5,no_family_rule
atlantic,5,no_family_rule
austin city limits,5,no_family_rule
austindie,5,no_family_rule
azeri traditional,5,no_family_rule
bad music,5,no_family_rule
bergen indie,5,no_family_rule
bexleyheath,5,no_family_rule
c86,5,no_family_rule
cantautora argentina,5,no_family_rule
changes,5,no_family_rule
clean,5,no_family_rule
collective pseudonym,5,no_family_rule
crash,5,no_family_rule
death by liver failure,5,no_family_rule
dinamo,5,no_family_rule
easycore,5,no_family_rule
en public,5,no_family_rule
ethiopian music,5,no_family_rule
ethiopian singer,5,no_family_rule
faul,5,no_family_rule
faul & wad,5,no_family_rule
faul & wad ad,5,no_family_rule
faulandwad,5,no_family_rule
faulandwadad,5,no_family_rule
faulmusic,5,no_family_rule
football,5,no_family_rule
fourth world,5,no_family_rule
game composer,5,no_family_rule
gen z,5,no_family_rule
georgia,5,no_family_rule
gothenburg,5,no_family_rule
greenville,5,no_family_rule
gregorian dance,5,no_family_rule
hair band,5,no_family_rule
harlem renaissance,5,no_family_rule
healing hz,5,no_family_rule
heavenly voice,5,no_family_rule
hijo de la luna,5,no_family_rule
hillsong,5,no_family_rule
hollywood records,5,no_family_rule
horbuchserie,5,no_family_rule
icelandic experimental,5,no_family_rule
indian lo-fi,5,no_family_rule
indie siciliano,5,no_family_rule
intelligent dance music,5,no_family_rule
isle of wight,5,no_family_rule
italian classic,5,no_family_rule
james levine,5,no_family_rule
jeepster,5,no_family_rule
jovem guarda,5,no_family_rule
kabarett,5,no_family_rule
kent,5,no_family_rule
khiar,5,no_family_rule
kids,5,no_family_rule
kiyar,5,no_family_rule
la luz,5,no_family_rule
lata-mangeshkar,5,no_family_rule
latin freestyle,5,no_family_rule
library music,5,no_family_rule
list,5,no_family_rule
loren maazel,5,no_family_rule
lucy,5,no_family_rule
lukas graham,5,no_family_rule
lund indie,5,no_family_rule
marketing lebsians,5,no_family_rule
melbourne shuffle,5,no_family_rule
merkato sefere,5,no_family_rule
minew shewa,5,no_family_rule
misanthropy,5,no_family_rule
missing va releases,5,no_family_rule
mobb music,5,no_family_rule
modinha,5,no_family_rule
monaco,5,no_family_rule
monegasque,5,no_family_rule
montreal indie,5,no_family_rule
mumm der kopflose,5,no_family_rule
murcia indie,5,no_family_rule
murdered,5,no_family_rule
musica andina colombiana,5,no_family_rule
musica aragonesa,5,no_family_rule
musique pour enfants,5,no_family_rule
neighbours,5,no_family_rule
new weird finland,5,no_family_rule
nihilism,5,no_family_rule
no doubt,5,no_family_rule
noah cyrus,5,no_family_rule
noisegrind,5,no_family_rule
northern ireland,5,no_family_rule
observational comedy,5,no_family_rule
oi,5,no_family_rule
paisa,5,no_family_rule
peace,5,no_family_rule
pennsylvania,5,no_family_rule
peruvian indie,5,no_family_rule
pittsburgh symphony orchestra,5,no_family_rule
play,5,no_family_rule
pnau,5,no_family_rule
poezja spiewana,5,no_family_rule
post-alternative,5,no_family_rule
post-baggy,5,no_family_rule
post-romantic era,5,no_family_rule
pt,5,no_family_rule
punto guajiro,5,no_family_rule
ralph records,5,no_family_rule
religious propaganda,5,no_family_rule
rodrigo interpreta a rodrigo,5,no_family_rule
rubby perez,5,no_family_rule
san francisco,5,no_family_rule
sardinia,5,no_family_rule
saturday night live,5,no_family_rule
serbian,5,no_family_rule
shabad,5,no_family_rule
simon and,5,no_family_rule
ska mexicano,5,no_family_rule
slowed and reverb,5,no_family_rule
smooth saxophone,5,no_family_rule
south africa,5,no_family_rule
spiritual,5,no_family_rule
stell,5,no_family_rule
stelljun,5,no_family_rule
super,5,no_family_rule
surreal humour,5,no_family_rule
the voice,5,no_family_rule
tidy,5,no_family_rule
top 50,5,no_family_rule
tour d amour,5,no_family_rule
township bubblegum,5,no_family_rule
trio,5,no_family_rule
turkce remix,5,no_family_rule
vocal music,5,no_family_rule
waltz,5,no_family_rule
west african,5,no_family_rule
wips,5,no_family_rule
wu fam,5,no_family_rule
wuthering heights,5,no_family_rule
yodeling,5,no_family_rule
zoblazo,5,no_family_rule
القيصر,5,no_family_rule
